Year;Cultivar;Trial Code;Treatment;Dosage;BreviSmart;Corymb No.;F1;F2;F3;F4;F5;F6;F7;Fruitdrop (%)
2022;Golden Delicious;PD2022_F;ACC;400;NA;20;13.44;11.86;10.85;10.75;0;0;0;50%
2022;Golden Delicious;PD2022_F;ACC;400;NA;21;15.14;13.91;13.37;11.7;10.87;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;22;15.26;12.16;12.06;11.91;11.59;0;0;0%
2022;Golden Delicious;PD2022_F;ACC;400;NA;23;14.56;13.18;12.2;10.97;9.36;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;24;14.25;13.31;12.86;12.35;11.35;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;25;12.81;12.43;11.41;10.06;0;0;0;25%
2022;Golden Delicious;PD2022_F;ACC;400;NA;26;14.33;12.83;12.82;11.94;11.23;0;0;0%
2022;Golden Delicious;PD2022_F;ACC;400;NA;27;12.47;10.82;10.2;9.72;9.26;8.55;0;67%
2022;Golden Delicious;PD2022_F;ACC;400;NA;28;13.67;12.55;11.33;10.8;9.24;0;0;0%
2022;Golden Delicious;PD2022_F;ACC;400;NA;29;14.03;11.66;11.29;10.21;10.16;0;0;0%
2022;Golden Delicious;PD2022_F;ACC;400;NA;30;14.1;11.75;11.36;10.98;10.97;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;31;13.99;12.62;12.02;11.14;0;0;0;0%
2022;Golden Delicious;PD2022_F;ACC;400;NA;32;12.01;11.58;10.9;9.98;9.53;9.13;0;17%
2022;Golden Delicious;PD2022_F;ACC;400;NA;33;13;11.62;11.23;10.39;8.42;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;34;13.79;11.66;11.15;11.08;9.81;0;0;80%
2022;Golden Delicious;PD2022_F;ACC;400;NA;35;13.26;11.58;9.67;9.06;7.51;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;36;14.7;12.11;12.02;11.53;10.81;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;37;13.93;11.99;11.91;11.42;9.78;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;38;13.54;11.58;11.15;10.07;9.88;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;39;11.78;10.13;9.85;9.66;7.07;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;40;14.15;11.65;11.03;11.01;9.86;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;41;13.72;10.97;9.89;9.63;0;0;0;75%
2022;Golden Delicious;PD2022_F;ACC;400;NA;42;11.99;11.78;10.52;9.92;5.9;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;43;14.05;10.96;10.71;9.53;0;0;0;25%
2022;Golden Delicious;PD2022_F;ACC;400;NA;44;13.9;13.13;11.59;11.37;8.88;0;0;100%
2022;Golden Delicious;PD2022_F;ACC;400;NA;45;12.44;12.11;10.99;10.65;10.32;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;46;12.47;12.07;10.91;10.6;0;0;0;75%
2022;Golden Delicious;PD2022_F;ACC;400;NA;47;13;12.17;11.61;10.07;9.78;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;48;12.86;12.32;10.98;10.46;8.03;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;49;12.79;11.31;9.65;9.18;8.2;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;50;13.02;10.75;10.64;10.48;9.26;0;0;80%
2022;Golden Delicious;PD2022_F;ACC;400;NA;51;12.2;10.33;9.31;8.65;8.41;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;52;12.76;10.89;10.36;10.08;6.73;0;0;100%
2022;Golden Delicious;PD2022_F;ACC;400;NA;53;12.54;12.15;11.4;11.24;10.03;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;54;12.91;10.94;10.6;8.89;8.18;0;0;80%
2022;Golden Delicious;PD2022_F;ACC;400;NA;55;14.18;12.03;11.34;9.88;9.84;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;56;14.21;12.16;10.5;10.3;8.78;0;0;100%
2022;Golden Delicious;PD2022_F;ACC;400;NA;57;12.28;11.88;11.49;10.83;10.08;9.35;0;50%
2022;Golden Delicious;PD2022_F;ACC;400;NA;58;13.12;10.93;10.91;10.55;9.55;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;59;11.39;10.91;10.38;9.82;9.06;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;60;12.44;10.41;10.29;9.84;0;0;0;25%
2022;Golden Delicious;PD2022_F;ACC;400;NA;61;11.31;9.89;9.19;8.83;7.4;0;0;80%
2022;Golden Delicious;PD2022_F;ACC;400;NA;62;12.03;11.68;9.58;9.16;7.32;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;63;13.05;10.59;10.23;9.27;0;0;0;75%
2022;Golden Delicious;PD2022_F;ACC;400;NA;64;12.14;10.46;10.39;9.1;8.48;0;0;100%
2022;Golden Delicious;PD2022_F;ACC;400;NA;65;13.44;11.55;11.11;9.86;9.47;0;0;100%
2022;Golden Delicious;PD2022_F;ACC;400;NA;66;10.85;10.27;9.37;9.34;7.32;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;67;10.82;9.37;9.27;9.23;0;0;0;100%
2022;Golden Delicious;PD2022_F;ACC;400;NA;68;12.16;10.45;10.18;8.97;8.06;0;0;80%
2022;Golden Delicious;PD2022_F;ACC;400;NA;69;13.56;12.8;11.28;10.3;8.93;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;70;11.44;10.33;10.14;8.78;8.07;0;0;60%
2022;Golden Delicious;PD2022_F;ACC;400;NA;71;13.94;12.03;11.61;10.47;9.81;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;72;11.77;11.03;10.63;9.38;9.19;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;73;9.44;9.24;8.37;8.17;8.03;6.01;0;50%
2022;Golden Delicious;PD2022_F;ACC;400;NA;74;11.51;10.52;10.07;9.86;7.34;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;75;11.36;10.82;10.07;8.86;8.22;7.63;0;83%
2022;Golden Delicious;PD2022_F;ACC;400;NA;76;13.21;11.48;10.96;10.35;9.88;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;77;13.62;9.62;9.55;9.46;7.94;0;0;20%
2022;Golden Delicious;PD2022_F;ACC;400;NA;78;13.2;10.78;10.67;9.11;8.92;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;79;11.39;9.3;9.29;8.8;8.06;0;0;40%
2022;Golden Delicious;PD2022_F;ACC;400;NA;80;12.57;10.72;10.3;10.14;9.18;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;1;14.5;12.99;11.12;11.12;10.98;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;2;13.06;11.21;11.03;10.92;8.77;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;3;14.35;13;11.49;11.32;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;4;12.37;11.93;11.29;10.65;10.02;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;5;14.04;13.01;11.04;10.11;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;6;12.7;11.15;9.11;8.52;8.22;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;7;14.57;12.34;12.17;11.89;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;8;14.44;13.45;11.9;10.92;10.72;0;0;80%
2022;Golden Delicious;PD2022_F;BA;NA;NA;9;11.5;10.43;10.31;10.22;9.4;7.65;0;33%
2022;Golden Delicious;PD2022_F;BA;NA;NA;10;10.88;9.49;9.33;8.99;7.31;5.41;0;33%
2022;Golden Delicious;PD2022_F;BA;NA;NA;11;13.33;10.6;10.22;10.08;8.75;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;12;6.31;5.69;5.33;5.03;4.78;4.29;0;17%
2022;Golden Delicious;PD2022_F;BA;NA;NA;13;14.55;12.98;11.94;10.46;10.12;0;0;60%
2022;Golden Delicious;PD2022_F;BA;NA;NA;14;14.06;12.48;11.44;11.05;9.14;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;15;14.32;12.41;10.92;9.59;9.42;0;0;60%
2022;Golden Delicious;PD2022_F;BA;NA;NA;16;15.16;13.87;12.31;12.23;10.56;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;17;12.54;9.45;8.89;8.02;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;18;12.92;11.13;9.78;9.68;9.23;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;19;13.97;12.93;12.15;11.49;10.68;0;0;60%
2022;Golden Delicious;PD2022_F;BA;NA;NA;20;11.12;9.76;7.82;7.8;6.85;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;21;12.07;10.48;9.78;9.4;6.1;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;22;13.24;10.97;10.41;10.32;9.33;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;23;13.76;10.76;10.41;10.31;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;24;14.69;11.75;11.74;11.38;8.54;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;25;13.91;11.94;11.93;10.81;9.8;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;26;14.57;12.07;10.37;8.38;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;27;14.04;12.74;11.96;10.02;9.93;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;28;12.95;11.03;10.93;10.52;8.66;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;29;10.57;10.54;10.45;10.23;7.93;7.8;0;33%
2022;Golden Delicious;PD2022_F;BA;NA;NA;30;13.3;10.87;10.32;9.55;9.15;0;0;60%
2022;Golden Delicious;PD2022_F;BA;NA;NA;31;12.7;12.07;11.69;9.83;9.59;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;32;8.8;7.62;7.55;7.3;7.24;5.34;0;67%
2022;Golden Delicious;PD2022_F;BA;NA;NA;33;11.65;9.49;9.36;6.63;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;34;12.68;10.98;10.5;10.21;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;35;13.84;11.39;11.06;10.59;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;36;13.28;11.64;11.28;10.19;0;0;0;50%
2022;Golden Delicious;PD2022_F;BA;NA;NA;37;13.89;12.55;11.42;10.57;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;38;13.02;11.77;11;10.33;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;39;12.38;11.67;11.34;10.69;8.44;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;40;11.45;10.56;9.72;9.38;7.4;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;41;14.62;13.3;12.9;11.47;11.21;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;42;13.33;12.01;11.54;10.98;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;43;14.44;12.61;11.93;10.94;10.56;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;44;12.51;11.56;10.92;10.84;8.92;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;45;12.27;11.55;8.77;8.32;8.32;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;46;10.9;9.48;8.4;8.38;7.71;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;47;12.07;10.42;10.01;9.12;8.68;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;48;11.06;9.73;8.84;8.84;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;49;12.08;10.21;8.53;8.45;7.45;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;50;12.89;11.71;10.73;8.88;8.88;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;51;12.49;11.87;11.72;10.81;10.14;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;52;12.49;11.69;10.95;10.57;10.29;9.35;0;33%
2022;Golden Delicious;PD2022_F;BA;NA;NA;53;11.73;9.9;9.44;8.52;8.4;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;54;10.85;9.34;9.23;8.96;7.97;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;55;11.23;9.37;8.95;8.22;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;56;11.92;10.11;9.8;9.39;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;57;10.23;8.8;7.38;7.29;7.21;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;58;11.47;11.29;11.23;9.79;9.48;7.2;0;33%
2022;Golden Delicious;PD2022_F;BA;NA;NA;59;13.23;11.86;10.62;9.6;0;0;0;100%
2022;Golden Delicious;PD2022_F;BA;NA;NA;60;12.59;11.36;11.09;10.28;8.69;0;0;100%
2022;Golden Delicious;PD2022_F;BA;NA;NA;61;11.55;11.02;10.67;9.87;9.56;7.81;0;17%
2022;Golden Delicious;PD2022_F;BA;NA;NA;62;13.88;12.13;11.41;11.17;8.39;0;0;100%
2022;Golden Delicious;PD2022_F;BA;NA;NA;63;13.5;13.05;12.47;10.99;10.03;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;64;12.62;11.96;11.73;10.01;0;0;0;25%
2022;Golden Delicious;PD2022_F;BA;NA;NA;65;12.24;11.07;10.52;10.23;8.46;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;66;11.97;11.48;11.12;10.43;8.95;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;67;12.65;11.24;10.89;10.17;9.68;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;68;11.55;10.44;8.78;8.76;8.01;0;0;60%
2022;Golden Delicious;PD2022_F;BA;NA;NA;69;14.85;12.43;11.98;11.17;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;70;11.73;10.86;10.6;10.53;8.76;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;71;12.61;12.08;11.18;10.59;9.09;0;0;100%
2022;Golden Delicious;PD2022_F;BA;NA;NA;72;12.69;10.29;10.02;9.76;9.72;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;73;14.06;12.94;12.66;11.89;9.67;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;74;12.62;10.42;10.32;10.16;7.25;0;0;40%
2022;Golden Delicious;PD2022_F;BA;NA;NA;75;14.07;12.32;10.55;9.78;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;76;10.41;9.47;9.09;8.82;7.03;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;77;13.04;12.39;12.25;12.23;10.33;0;0;20%
2022;Golden Delicious;PD2022_F;BA;NA;NA;78;14.95;13.86;13.54;11.87;10.53;8.86;0;17%
2022;Golden Delicious;PD2022_F;BA;NA;NA;79;13.51;12.45;11.4;10.18;0;0;0;0%
2022;Golden Delicious;PD2022_F;BA;NA;NA;80;10.73;10.72;10.11;10.01;9.91;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;1;21.08;17.94;17.29;17.06;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;2;22.7;19.88;19.78;19.44;8.57;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;3;18.22;17.53;17.29;16.5;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;4;19.32;18.25;17.89;17.57;16.3;15.62;0;33%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;5;22.71;21.74;19.89;12.13;11.69;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;6;20.59;19.28;17.94;17.44;15.02;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;7;21.85;19.77;18.87;17.8;12.39;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;8;21.34;18.36;18;17.41;11.09;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;9;19.08;19.04;17.9;16.82;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;10;18.83;16.49;14.78;13.72;13.29;0;0;60%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;11;18.66;17.92;11.6;10.57;8.87;0;0;60%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;12;20.95;19.13;18.14;17.83;10.29;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;13;22.42;21.14;20.15;16.67;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;14;21.31;20.44;19.47;18.33;15.64;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;15;21.11;19.89;19.84;15.43;14.35;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;16;20.67;18.25;18.02;16.25;15.24;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;17;23.01;21.58;20.92;20.89;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;18;19.65;17.88;17.13;15.72;9.97;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;19;21.8;19.74;19.35;18.85;18.04;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;20;22.6;19.97;19.59;19.41;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;21;22.27;22.14;18.8;18.05;17.99;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;22;19.87;18.18;17.37;16.86;15.63;0;0;100%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;23;20.41;18.32;16.92;13.35;12.3;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;24;18.24;17.55;17.39;17.25;12.39;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;25;19.41;16.7;16.7;15.57;14.26;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;26;18.98;18.63;17.82;16.61;12.9;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;27;20.99;20.44;20.31;19.8;11.81;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;28;22.7;19.75;19.63;9.38;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;29;22.53;20.2;14.32;13.82;0;0;0;50%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;30;22.43;22.36;20.66;18.76;17.08;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;31;19.27;18.36;17.31;16.33;0;0;0;100%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;32;22.56;20.79;19.83;19.52;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;33;22.11;18.4;18.33;16.51;9.05;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;34;21.73;20;19.98;15.37;13.04;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;35;23.3;21.55;20.26;17.91;15.95;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;36;24.67;22.09;21.24;15.23;0;0;0;50%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;37;24.56;21.71;19.42;13.45;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;38;22.81;21.52;17.36;17.09;0;0;0;50%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;39;21.44;19.85;18.81;18.61;17.65;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;40;22.73;21.6;21.41;20.04;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;41;18.19;18.18;17.77;17.01;16.3;8.23;0;33%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;42;22.17;21;19.82;18.27;16.13;12.65;0;33%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;43;21.03;19.2;18.91;18.84;16.09;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;44;21.31;20.54;19.17;17.87;14.1;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;45;21.34;19.37;18.88;17.41;10.2;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;46;20.93;19.81;17.92;12.02;10.97;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;47;18.45;16.86;16.23;15.49;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;48;19.46;18.76;18.61;18.07;15.81;10.04;0;33%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;49;22.69;20.08;19.85;18.46;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;50;22.85;19.05;18.08;8.85;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;51;23.22;18.24;17.7;17.1;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;52;19.13;19.07;17.29;17.05;9.93;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;53;22.21;18.38;16.82;13.99;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;54;20.65;17.65;17.58;15.73;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;55;19.76;19.39;18.55;17.4;9.27;0;0;100%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;56;19.68;17.95;17.01;16.94;15.98;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;57;20.63;18.78;18.56;17.61;13.42;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;58;21.83;19.14;18.21;18.11;11.55;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;59;22.56;19.76;19.52;18.18;16.17;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;60;22.42;18.64;18.18;15.83;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;61;21.95;19.71;17.87;13.99;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;62;19.04;18.27;12.54;11.75;8.98;0;0;60%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;63;21.92;17.21;16.91;16.56;12.96;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;64;20.99;17.38;11.93;11.36;9.2;0;0;60%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;65;19.5;19.26;18.7;18.24;14.16;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;66;18.13;13.61;11.01;10.24;0;0;0;75%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;67;19.79;18.25;13.15;13.01;0;0;0;75%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;68;20.06;17.75;14.75;11.68;0;0;0;50%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;69;20.63;18.84;18.69;12.3;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;70;19.76;18.73;16.92;16.19;8.06;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;71;17.88;0;0;0;0;0;0;100%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;72;20.45;19.99;18.12;17.1;16.34;0;0;40%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;73;20.27;13.35;10.84;0;0;0;0;100%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;74;19.93;17.88;16.87;11.55;0;0;0;25%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;75;21.43;16.88;16.51;14.02;8.88;0;0;80%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;76;19.6;19.19;18.28;17.5;15.68;0;0;20%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;77;19.49;15.23;10.31;9.65;0;0;0;100%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;78;21.2;15.83;14.41;12.77;11.27;0;0;60%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;79;21.38;19.58;19.27;18.44;0;0;0;0%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;80;17;16.82;12.24;9.86;0;0;0;50%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;81;20.49;12.89;10.24;0;0;0;0;67%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;82;21.12;11.46;10.36;10.05;0;0;0;75%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;83;19.77;18.85;18.56;12.87;0;0;0;50%
2022;Golden Delicious;PD2022_B;UTC;NA;NA;84;19.68;19.62;17.47;14.45;0;0;0;75%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;1;13.6;13.5;10.5;10.3;10.2;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;2;13.1;11;10.7;10.4;8.6;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;3;13.7;12.4;11.9;11.4;9.3;0;0;80%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;4;13.5;12.6;11.7;11.2;10.5;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;5;14.2;11.7;10.6;10.6;8.6;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;6;12.1;10.4;10.1;9.7;9.1;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;7;12.6;11.3;10.7;9.6;9.3;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;8;11.7;9.2;9.1;8.7;8.5;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;9;14.2;11.5;10.7;8.7;8.1;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;10;14;12.6;12;10.5;9.4;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;11;12.9;10;9.9;8.8;8.7;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;12;11.9;11.8;10.4;10.2;9.9;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;13;12.5;9.5;9.4;8.7;8;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;14;10.7;10.2;9.5;9.2;7.8;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;15;11.8;9.9;9.7;7.7;7.4;0;0;80%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;16;12.9;11;10.7;9.6;8.1;0;0;40%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;17;12.7;12.1;10.7;10.5;10;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;18;13.101;13.1;12.6;11.2;10.8;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;19;14.3;13.3;12.9;11;10.3;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;20;14.9;11.8;11.5;11.2;10;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;21;13.6;12.3;11.2;10;7.5;0;0;100%
2022;Golden Delicious;PD2022_B;Brevis;2.2;DarkGreen;22;13.9;12.4;12.2;12;9.3;0;0;100%
